,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,MLS#,LATITUDE,LONGITUDE,FILENAME,COLLECTION,NEIGHBORHOOD
1448,2018-03-14,Single Family Residential,1707 246Th St,Lomita,CA,90717.0,585000,3.0,1.0,976.0,6289.0,1950.0,682.0,599.0,0.0,SB18029714,33.8019913,-118.3080436,lomita_02_sfh.csv,1,Lomita
19052,2019-09-25,Townhouse,1709 Date Ave #26,Torrance,CA,90503.0,600000,3.0,3.0,2112.0,86713.0,1981.0,134.0,284.0,395.0,TR19102126,33.8307535,-118.3304098,torrance_townhouse-0-600K.csv,2,Torrance
12906,2019-09-25,Townhouse,1709 Date Ave #26,Torrance,CA,90503.0,600000,3.0,3.0,2112.0,86713.0,1981.0,134.0,284.0,395.0,TR19102126,33.8307535,-118.3304098,torrance_townhome-600K_plus.csv,2,Torrance
4711,2018-03-07,Single Family Residential,1710 W 245Th St,Harbor City,CA,90717.0,607000,4.0,2.0,2024.0,5440.0,1952.0,689.0,300.0,0.0,SB17194864,33.802387100000004,-118.3082263,harbor-city_4_plus_beds.csv,1,Harbor City
1617,2018-03-07,Single Family Residential,1710 W 245Th St,Harbor City,CA,90717.0,607000,4.0,2.0,2024.0,5440.0,1952.0,689.0,300.0,0.0,SB17194864,33.802387100000004,-118.3082263,lomita_02_sfh.csv,1,Lomita
1497,2019-07-29,Single Family Residential,1711 243Rd St,Lomita,CA,90717.0,830000,6.0,2.5,2216.0,7878.0,1954.0,180.0,375.0,0.0,PV19126358,33.8043369,-118.308199,lomita_02_sfh.csv,1,Lomita
4670,2019-07-29,Single Family Residential,1711 243Rd St,Lomita,CA,90717.0,830000,6.0,2.5,2216.0,7878.0,1954.0,180.0,375.0,0.0,PV19126358,33.8043369,-118.308199,harbor-city_4_plus_beds.csv,1,Harbor City
1593,2018-10-05,Single Family Residential,1713 247Th St,Lomita,CA,90717.0,838000,5.0,3.0,2764.0,7244.0,1950.0,477.0,303.0,0.0,SB18133904,33.801201,-118.3083176,lomita_02_sfh.csv,1,Lomita
4632,2018-10-05,Single Family Residential,1713 247Th St,Lomita,CA,90717.0,838000,5.0,3.0,2764.0,7244.0,1950.0,477.0,303.0,0.0,SB18133904,33.801201,-118.3083176,harbor-city_4_plus_beds.csv,1,Harbor City
3331,2018-06-04,Condo/Co-op,1715 259Th St #20,Lomita,CA,90717.0,297000,1.0,1.0,593.0,19668.0,1981.0,600.0,501.0,250.0,PW18064581,33.7885595,-118.30814540000002,lomita_01_nosfh.csv,1,Lomita
6858,2018-06-04,Condo/Co-op,1715 259Th St #20,Lomita,CA,90717.0,297000,1.0,1.0,593.0,19668.0,1981.0,600.0,501.0,250.0,PW18064581,33.7885595,-118.30814540000002,harbor-city_0_to_3_beds.csv,1,Harbor City
6767,2018-12-11,Condo/Co-op,1715 W 259Th St #17,Lomita,CA,90717.0,295000,1.0,1.0,648.0,19668.0,1981.0,410.0,455.0,250.0,SB18268987,33.7885595,-118.30814540000002,harbor-city_0_to_3_beds.csv,1,Harbor City
3259,2018-12-11,Condo/Co-op,1715 W 259Th St #17,Lomita,CA,90717.0,295000,1.0,1.0,648.0,19668.0,1981.0,410.0,455.0,250.0,SB18268987,33.7885595,-118.30814540000002,lomita_01_nosfh.csv,1,Lomita
3364,2019-03-11,Townhouse,1717 252Nd St #2,Lomita,CA,90717.0,489000,3.0,2.75,1328.0,16852.0,1985.0,320.0,368.0,190.0,SB18282710,33.7960507,-118.3082723,lomita_01_nosfh.csv,1,Lomita
6625,2019-03-11,Townhouse,1717 252Nd St #2,Lomita,CA,90717.0,489000,3.0,2.75,1328.0,16852.0,1985.0,320.0,368.0,190.0,SB18282710,33.7960507,-118.3082723,harbor-city_0_to_3_beds.csv,1,Harbor City
13701,2019-06-28,Single Family Residential,172 Via Los Miradores,Redondo Beach,CA,90277.0,2210000,4.0,4.0,3007.0,7154.0,1954.0,223.0,735.0,0.0,PV19092827,33.8114866,-118.37743290000002,torrance_sfh-4beds-900K-plus.csv,2,Torrance
15800,2019-06-28,Single Family Residential,172 Via Los Miradores,Redondo Beach,CA,90277.0,2210000,4.0,4.0,3007.0,7154.0,1954.0,223.0,735.0,0.0,PV19092827,33.8114866,-118.37743290000002,redondo_sfh-4_plus_beds.csv,2,Redondo Beach
1463,2018-08-16,Single Family Residential,1722 W 239Th St,Torrance,CA,90501.0,735000,3.0,2.0,1667.0,6121.0,1956.0,527.0,441.0,0.0,SB18115956,33.8076258,-118.3087743,lomita_02_sfh.csv,1,Lomita
6717,2018-08-16,Single Family Residential,1722 W 239Th St,Torrance,CA,90501.0,735000,3.0,2.0,1667.0,6121.0,1956.0,527.0,441.0,0.0,SB18115956,33.8076258,-118.3087743,harbor-city_0_to_3_beds.csv,1,Harbor City
6653,2019-06-03,Single Family Residential,1724 255Th St,Lomita,CA,90717.0,550000,2.0,1.0,952.0,6266.0,1951.0,236.0,578.0,0.0,SB19065427,33.792206,-118.308535,harbor-city_0_to_3_beds.csv,1,Harbor City
1530,2019-06-03,Single Family Residential,1724 255Th St,Lomita,CA,90717.0,550000,2.0,1.0,952.0,6266.0,1951.0,236.0,578.0,0.0,SB19065427,33.792206,-118.308535,lomita_02_sfh.csv,1,Lomita
1616,2019-05-30,Single Family Residential,1725 240Th St,Lomita,CA,90717.0,801000,3.0,2.0,1416.0,6797.0,1955.0,240.0,566.0,0.0,SB19087299,33.8073277,-118.308683,lomita_02_sfh.csv,1,Lomita
6656,2019-05-30,Single Family Residential,1725 240Th St,Lomita,CA,90717.0,801000,3.0,2.0,1416.0,6797.0,1955.0,240.0,566.0,0.0,SB19087299,33.8073277,-118.308683,harbor-city_0_to_3_beds.csv,1,Harbor City
6707,2019-02-28,Townhouse,1725 256Th St,Lomita,CA,90717.0,596000,3.0,2.5,1960.0,5653.0,2004.0,331.0,304.0,0.0,PV19012643,33.7917617,-118.3085482,harbor-city_0_to_3_beds.csv,1,Harbor City
3397,2019-02-28,Townhouse,1725 256Th St,Lomita,CA,90717.0,596000,3.0,2.5,1960.0,5653.0,2004.0,331.0,304.0,0.0,PV19012643,33.7917617,-118.3085482,lomita_01_nosfh.csv,1,Lomita
11745,2019-12-16,Condo/Co-op,173 Calle Mayor,Redondo Beach,CA,90277.0,861000,2.0,2.5,1403.0,87782.0,1977.0,52.0,614.0,471.0,PV19263195,33.808988899999996,-118.38711200000002,torrance_condos-500K_plus.csv,2,Torrance
17148,2019-12-16,Condo/Co-op,173 Calle Mayor,Redondo Beach,CA,90277.0,861000,2.0,2.5,1403.0,87782.0,1977.0,52.0,614.0,471.0,PV19263195,33.808988899999996,-118.38711200000002,redondo_condos.csv,2,Redondo Beach
4687,2019-11-08,Single Family Residential,1731 247Th Pl,Lomita,CA,90717.0,756500,4.0,3.0,2100.0,6056.0,1951.0,78.0,360.0,0.0,19-497816,33.8004371,-118.3088885,harbor-city_4_plus_beds.csv,1,Harbor City
1611,2019-11-08,Single Family Residential,1731 247Th Pl,Lomita,CA,90717.0,756500,4.0,3.0,2100.0,6056.0,1951.0,78.0,360.0,0.0,19-497816,33.8004371,-118.3088885,lomita_02_sfh.csv,1,Lomita
6617,2019-11-14,Single Family Residential,1731 248Th St,Lomita,CA,90717.0,609000,2.0,1.0,844.0,5827.0,1950.0,72.0,722.0,0.0,SB19191362,33.7996491,-118.30891129999999,harbor-city_0_to_3_beds.csv,1,Harbor City
1449,2019-11-14,Single Family Residential,1731 248Th St,Lomita,CA,90717.0,609000,2.0,1.0,844.0,5827.0,1950.0,72.0,722.0,0.0,SB19191362,33.7996491,-118.30891129999999,lomita_02_sfh.csv,1,Lomita
6872,2018-03-27,Single Family Residential,1732 247Th St,Lomita,CA,90717.0,720000,3.0,2.0,1649.0,5760.0,1950.0,669.0,437.0,0.0,SB18027219,33.800758,-118.3088885,harbor-city_0_to_3_beds.csv,1,Harbor City
1393,2018-03-27,Single Family Residential,1732 247Th St,Lomita,CA,90717.0,720000,3.0,2.0,1649.0,5760.0,1950.0,669.0,437.0,0.0,SB18027219,33.800758,-118.3088885,lomita_02_sfh.csv,1,Lomita
6740,2019-11-21,Single Family Residential,1732 W 246Th St,Lomita,CA,90717.0,795000,3.0,2.0,1428.0,6330.0,1950.0,65.0,557.0,0.0,SB19211341,33.801586,-118.30886559999999,harbor-city_0_to_3_beds.csv,1,Harbor City
1499,2019-11-21,Single Family Residential,1732 W 246Th St,Lomita,CA,90717.0,795000,3.0,2.0,1428.0,6330.0,1950.0,65.0,557.0,0.0,SB19211341,33.801586,-118.30886559999999,lomita_02_sfh.csv,1,Lomita
4675,2019-07-23,Single Family Residential,1736 253Rd St,Lomita,CA,90717.0,700000,4.0,2.0,1628.0,4360.0,1968.0,186.0,430.0,0.0,PV19055723,33.7949165,-118.3089717,harbor-city_4_plus_beds.csv,1,Harbor City
1500,2019-07-23,Single Family Residential,1736 253Rd St,Lomita,CA,90717.0,700000,4.0,2.0,1628.0,4360.0,1968.0,186.0,430.0,0.0,PV19055723,33.7949165,-118.3089717,lomita_02_sfh.csv,1,Lomita
4713,2018-08-31,Single Family Residential,1746 248Th St,Lomita,CA,90717.0,755000,4.0,2.0,1723.0,6404.0,1950.0,512.0,438.0,0.0,SB18155188,33.7992031,-118.3094136,harbor-city_4_plus_beds.csv,1,Harbor City
1394,2018-08-31,Single Family Residential,1746 248Th St,Lomita,CA,90717.0,755000,4.0,2.0,1723.0,6404.0,1950.0,512.0,438.0,0.0,SB18155188,33.7992031,-118.3094136,lomita_02_sfh.csv,1,Lomita
18690,2019-08-30,Single Family Residential,1746 Palacios Dr,San Pedro,CA,90732.0,800000,3.0,2.0,1580.0,8441.0,1957.0,161.0,506.0,0.0,PV19166181,33.7288408,-118.3154416,san-pedro_sfh-650-800k.csv,2,San Pedro
12283,2019-08-30,Single Family Residential,1746 Palacios Dr,San Pedro,CA,90732.0,800000,3.0,2.0,1580.0,8441.0,1957.0,161.0,506.0,0.0,PV19166181,33.7288408,-118.3154416,san-pedro_sfh-800K-plus.csv,2,San Pedro
1452,2019-09-06,Single Family Residential,1747 259Th St,Lomita,CA,90717.0,691000,3.0,2.0,1142.0,4993.0,1924.0,141.0,605.0,0.0,SB19176661,33.7884009,-118.30919540000002,lomita_02_sfh.csv,1,Lomita
6770,2019-09-06,Single Family Residential,1747 259Th St,Lomita,CA,90717.0,691000,3.0,2.0,1142.0,4993.0,1924.0,141.0,605.0,0.0,SB19176661,33.7884009,-118.30919540000002,harbor-city_0_to_3_beds.csv,1,Harbor City
2912,2019-07-09,Single Family Residential,179 W 226Th Pl,Carson,CA,90745.0,550000,3.0,2.0,1194.0,5124.0,1956.0,200.0,461.0,0.0,SW19102125,33.8208926,-118.27835690000002,carson_sfh_450_to_540K.csv,1,Carson
2163,2019-07-09,Single Family Residential,179 W 226Th Pl,Carson,CA,90745.0,550000,3.0,2.0,1194.0,5124.0,1956.0,200.0,461.0,0.0,SW19102125,33.8208926,-118.27835690000002,carson_sfh_550_to_600K.csv,1,Carson
2153,2019-04-30,Single Family Residential,17901 Mackeson Ct,Carson,CA,90746.0,600000,5.0,2.0,1568.0,3802.0,1966.0,270.0,383.0,0.0,SB18180051,33.868414,-118.2569336,carson_sfh_550_to_600K.csv,1,Carson
10033,2019-04-30,Single Family Residential,17901 Mackeson Ct,Carson,CA,90746.0,600000,5.0,2.0,1568.0,3802.0,1966.0,270.0,383.0,0.0,SB18180051,33.868414,-118.2569336,carson_sfh_600K_plus.csv,1,Carson
12887,2019-08-01,Townhouse,1800 Esplanade #A,Redondo Beach,CA,90277.0,2100000,3.0,2.5,1984.0,10691.0,1999.0,189.0,1058.0,429.0,PV19139014,33.81592,-118.38987309999999,torrance_townhome-600K_plus.csv,2,Torrance
15250,2019-08-01,Townhouse,1800 Esplanade #A,Redondo Beach,CA,90277.0,2100000,3.0,2.5,1984.0,10691.0,1999.0,189.0,1058.0,429.0,PV19139014,33.81592,-118.38987309999999,redondo_townhome-3-beds.csv,2,Redondo Beach
12844,2018-04-27,Townhouse,1800 Esplanade Unit E,Redondo Beach,CA,90277.0,2600000,3.0,2.5,2425.0,10691.0,1999.0,650.0,1072.0,700.0,SB18062659,33.8159304,-118.38986940000001,torrance_townhome-600K_plus.csv,2,Torrance
15248,2018-04-27,Townhouse,1800 Esplanade Unit E,Redondo Beach,CA,90277.0,2600000,3.0,2.5,2425.0,10691.0,1999.0,650.0,1072.0,700.0,SB18062659,33.8159304,-118.38986940000001,redondo_townhome-3-beds.csv,2,Redondo Beach
15015,2018-06-14,Townhouse,1800 S Pacific Coast #22,Redondo Beach,CA,90277.0,949000,3.0,2.75,1672.0,199337.0,2000.0,602.0,568.0,303.0,PV18104647,33.817020899999996,-118.38058190000001,redondo_townhome-3-beds.csv,2,Redondo Beach
13152,2018-06-14,Townhouse,1800 S Pacific Coast #22,Redondo Beach,CA,90277.0,949000,3.0,2.75,1672.0,199337.0,2000.0,602.0,568.0,303.0,PV18104647,33.817020899999996,-118.38058190000001,torrance_townhome-600K_plus.csv,2,Torrance
15016,2018-07-17,Townhouse,1800 S Pacific Coast #45,Redondo Beach,CA,90277.0,934000,3.0,2.5,1622.0,199337.0,2002.0,569.0,576.0,303.0,SB18102668,33.817020899999996,-118.38058190000001,redondo_townhome-3-beds.csv,2,Redondo Beach
12998,2018-07-17,Townhouse,1800 S Pacific Coast #45,Redondo Beach,CA,90277.0,934000,3.0,2.5,1622.0,199337.0,2002.0,569.0,576.0,303.0,SB18102668,33.817020899999996,-118.38058190000001,torrance_townhome-600K_plus.csv,2,Torrance
13150,2019-04-12,Townhouse,1800 S Pacific Coast #61,Redondo Beach,CA,90277.0,904000,3.0,3.0,1672.0,199337.0,2001.0,300.0,541.0,302.0,SB19014386,33.817020899999996,-118.38058190000001,torrance_townhome-600K_plus.csv,2,Torrance
15017,2019-04-12,Townhouse,1800 S Pacific Coast #61,Redondo Beach,CA,90277.0,904000,3.0,3.0,1672.0,199337.0,2001.0,300.0,541.0,302.0,SB19014386,33.817020899999996,-118.38058190000001,redondo_townhome-3-beds.csv,2,Redondo Beach
13067,2018-09-13,Townhouse,1800 S Pacific Coast Hwy,Redondo Beach,CA,90277.0,910000,3.0,2.75,1836.0,199337.0,2001.0,511.0,496.0,303.0,SB18178132,33.817020899999996,-118.38058190000001,torrance_townhome-600K_plus.csv,2,Torrance
15018,2018-09-13,Townhouse,1800 S Pacific Coast Hwy,Redondo Beach,CA,90277.0,910000,3.0,2.75,1836.0,199337.0,2001.0,511.0,496.0,303.0,SB18178132,33.817020899999996,-118.38058190000001,redondo_townhome-3-beds.csv,2,Redondo Beach
11843,2018-03-30,Condo/Co-op,1800 S Pacific Coast Hwy #60,Redondo Beach,CA,90277.0,918000,3.0,3.0,1672.0,199241.0,2001.0,678.0,549.0,303.0,18-318868,33.817020899999996,-118.38058190000001,torrance_condos-500K_plus.csv,2,Torrance
17108,2018-03-30,Condo/Co-op,1800 S Pacific Coast Hwy #60,Redondo Beach,CA,90277.0,918000,3.0,3.0,1672.0,199241.0,2001.0,678.0,549.0,303.0,18-318868,33.817020899999996,-118.38058190000001,redondo_condos.csv,2,Redondo Beach
12932,2018-07-10,Townhouse,1800 S Pacific Coast Hy #77,Redondo Beach,CA,90277.0,959000,4.0,2.75,1836.0,12019.0,2002.0,576.0,522.0,303.0,PV18134395,33.817020899999996,-118.38058190000001,torrance_townhome-600K_plus.csv,2,Torrance
12768,2018-07-10,Townhouse,1800 S Pacific Coast Hy #77,Redondo Beach,CA,90277.0,959000,4.0,2.75,1836.0,12019.0,2002.0,576.0,522.0,303.0,PV18134395,33.817020899999996,-118.38058190000001,redondo_townhome-4plus_beds.csv,2,Redondo Beach
15100,2018-06-29,Townhouse,1800 S Pacific Coast Hy #83,Redondo Beach,CA,90277.0,920000,3.0,2.75,1622.0,199337.0,2001.0,587.0,567.0,303.0,PV18106003,33.817020899999996,-118.38058190000001,redondo_townhome-3-beds.csv,2,Redondo Beach
13035,2018-06-29,Townhouse,1800 S Pacific Coast Hy #83,Redondo Beach,CA,90277.0,920000,3.0,2.75,1622.0,199337.0,2001.0,587.0,567.0,303.0,PV18106003,33.817020899999996,-118.38058190000001,torrance_townhome-600K_plus.csv,2,Torrance
1481,2018-11-21,Single Family Residential,1802 248Th St,Lomita,CA,90717.0,585000,2.0,1.75,1200.0,4818.0,1968.0,430.0,488.0,0.0,SB18188700,33.799237899999994,-118.3095963,lomita_02_sfh.csv,1,Lomita
6701,2018-11-21,Single Family Residential,1802 248Th St,Lomita,CA,90717.0,585000,2.0,1.75,1200.0,4818.0,1968.0,430.0,488.0,0.0,SB18188700,33.799237899999994,-118.3095963,harbor-city_0_to_3_beds.csv,1,Harbor City
14721,2018-05-09,Single Family Residential,18021 Regina Ave,Torrance,CA,90504.0,700000,3.0,2.0,1279.0,5083.0,1953.0,638.0,547.0,0.0,SB17261516,33.8669087,-118.349368,torrance_sfh-700-800k.csv,2,Torrance
13186,2018-05-09,Single Family Residential,18021 Regina Ave,Torrance,CA,90504.0,700000,3.0,2.0,1279.0,5083.0,1953.0,638.0,547.0,0.0,SB17261516,33.8669087,-118.349368,torrance_sfh-3beds-0-700k.csv,2,Torrance
19150,2018-06-06,Single Family Residential,1808 Peninsula Verde Dr,Rancho Palos Verdes,CA,90275.0,820000,3.0,2.0,1895.0,5741.0,1970.0,611.0,433.0,0.0,RS18082322,33.7756297,-118.309505,rancho-palos-verdes_sfh_0-3_beds.csv,2,Rancho Palos Verdes
12169,2018-06-06,Single Family Residential,1808 Peninsula Verde Dr,Rancho Palos Verdes,CA,90275.0,820000,3.0,2.0,1895.0,5741.0,1970.0,611.0,433.0,0.0,RS18082322,33.7756297,-118.309505,san-pedro_sfh-800K-plus.csv,2,San Pedro
19205,2019-03-14,Single Family Residential,1813 Avenida Feliciano,Rancho Palos Verdes,CA,90275.0,940000,3.0,3.0,1568.0,7670.0,1960.0,330.0,599.0,0.0,SB18245947,33.7696422,-118.31082930000001,rancho-palos-verdes_sfh_0-3_beds.csv,2,Rancho Palos Verdes
12228,2019-03-14,Single Family Residential,1813 Avenida Feliciano,Rancho Palos Verdes,CA,90275.0,940000,3.0,3.0,1568.0,7670.0,1960.0,330.0,599.0,0.0,SB18245947,33.7696422,-118.31082930000001,san-pedro_sfh-800K-plus.csv,2,San Pedro
18483,2018-10-30,Single Family Residential,1817 S Meyler St,San Pedro,CA,90731.0,650000,3.0,1.75,1301.0,4501.0,1931.0,465.0,500.0,0.0,SB18188734,33.7275394,-118.2970575,san-pedro_sfh-650-800k.csv,2,San Pedro
16168,2018-10-30,Single Family Residential,1817 S Meyler St,San Pedro,CA,90731.0,650000,3.0,1.75,1301.0,4501.0,1931.0,465.0,500.0,0.0,SB18188734,33.7275394,-118.2970575,san-pedro_sfh-0-650k.csv,2,San Pedro
17735,2019-07-19,Single Family Residential,18212 Grevillea Ave,Redondo Beach,CA,90278.0,825000,3.0,2.0,1308.0,4511.0,2015.0,202.0,631.0,0.0,IV19064147,33.8649903,-118.3541619,torrance_sfh-800-900K.csv,2,Torrance
12421,2019-07-19,Single Family Residential,18212 Grevillea Ave,Redondo Beach,CA,90278.0,825000,3.0,2.0,1308.0,4511.0,2015.0,202.0,631.0,0.0,IV19064147,33.8649903,-118.3541619,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
2304,2019-08-02,Single Family Residential,18225 Mettler Ave,Carson,CA,90746.0,600000,4.0,2.0,1386.0,5182.0,1953.0,176.0,433.0,0.0,DW19124236,33.8645029,-118.2674172,carson_sfh_550_to_600K.csv,1,Carson
10236,2019-08-02,Single Family Residential,18225 Mettler Ave,Carson,CA,90746.0,600000,4.0,2.0,1386.0,5182.0,1953.0,176.0,433.0,0.0,DW19124236,33.8645029,-118.2674172,carson_sfh_600K_plus.csv,1,Carson
12669,2018-10-19,Townhouse,18226 Grevillea Ave,Redondo Beach,CA,90278.0,910000,4.0,3.0,2100.0,12019.0,2018.0,475.0,433.0,75.0,IN18183856,33.8647268,-118.35406699999999,redondo_townhome-4plus_beds.csv,2,Redondo Beach
13021,2018-10-19,Townhouse,18226 Grevillea Ave,Redondo Beach,CA,90278.0,910000,4.0,3.0,2100.0,12019.0,2018.0,475.0,433.0,75.0,IN18183856,33.8647268,-118.35406699999999,torrance_townhome-600K_plus.csv,2,Torrance
12668,2018-11-14,Townhouse,18228 Grevillea Ave,Redondo Beach,CA,90278.0,910000,4.0,3.0,2100.0,12019.0,2018.0,449.0,433.0,75.0,IN18203032,33.8647214,-118.35406699999999,redondo_townhome-4plus_beds.csv,2,Redondo Beach
12945,2018-11-14,Townhouse,18228 Grevillea Ave,Redondo Beach,CA,90278.0,910000,4.0,3.0,2100.0,12019.0,2018.0,449.0,433.0,75.0,IN18203032,33.8647214,-118.35406699999999,torrance_townhome-600K_plus.csv,2,Torrance
2515,2019-07-01,Single Family Residential,1825 23Rd St,Manhattan Beach,CA,90266.0,1845000,3.0,2.5,1800.0,5417.0,1950.0,208.0,1025.0,0.0,SB19075044,33.8940279,-118.37954440000001,hawthorne_sfh_3beds_750_plus.csv,1,Hawthorne
7416,2019-07-01,Single Family Residential,1825 23Rd St,Manhattan Beach,CA,90266.0,1845000,3.0,2.5,1800.0,5417.0,1950.0,208.0,1025.0,0.0,SB19075044,33.8940279,-118.37954440000001,manhattan-beach_2.5M_max.csv,1,Manhattan Beach
12569,2018-11-19,Townhouse,18300 Grevillea Ave,Redondo Beach,CA,90278.0,910000,4.0,3.0,1900.0,12019.0,2018.0,444.0,479.0,75.0,IN18202992,33.8645208,-118.3541162,redondo_townhome-4plus_beds.csv,2,Redondo Beach
13102,2018-11-19,Townhouse,18300 Grevillea Ave,Redondo Beach,CA,90278.0,910000,4.0,3.0,1900.0,12019.0,2018.0,444.0,479.0,75.0,IN18202992,33.8645208,-118.3541162,torrance_townhome-600K_plus.csv,2,Torrance
13019,2018-10-25,Townhouse,18302 Grevillea Ave,Redondo Beach,CA,90278.0,887250,4.0,3.0,1900.0,12019.0,2018.0,469.0,467.0,75.0,IN18203025,33.8644969,-118.35407759999998,torrance_townhome-600K_plus.csv,2,Torrance
12568,2018-10-25,Townhouse,18302 Grevillea Ave,Redondo Beach,CA,90278.0,887250,4.0,3.0,1900.0,12019.0,2018.0,469.0,467.0,75.0,IN18203025,33.8644969,-118.35407759999998,redondo_townhome-4plus_beds.csv,2,Redondo Beach
12423,2018-04-16,Single Family Residential,18414 Grevillea Ave,Redondo Beach,CA,90278.0,810000,3.0,2.0,1572.0,4506.0,1965.0,661.0,515.0,0.0,SB18047263,33.8634501,-118.3540706,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
17730,2018-04-16,Single Family Residential,18414 Grevillea Ave,Redondo Beach,CA,90278.0,810000,3.0,2.0,1572.0,4506.0,1965.0,661.0,515.0,0.0,SB18047263,33.8634501,-118.3540706,torrance_sfh-800-900K.csv,2,Torrance
13100,2019-05-07,Townhouse,18417 Mansel Ave,Redondo Beach,CA,90278.0,829000,3.0,2.5,2050.0,6006.0,2005.0,275.0,404.0,85.0,SB19057832,33.863330100000006,-118.3558105,torrance_townhome-600K_plus.csv,2,Torrance
15030,2019-05-07,Townhouse,18417 Mansel Ave,Redondo Beach,CA,90278.0,829000,3.0,2.5,2050.0,6006.0,2005.0,275.0,404.0,85.0,SB19057832,33.863330100000006,-118.3558105,redondo_townhome-3-beds.csv,2,Redondo Beach
15031,2018-08-01,Townhouse,18419 Mansel Ave,Redondo Beach,CA,90278.0,810000,3.0,2.5,2005.0,6006.0,2005.0,554.0,404.0,90.0,SB18141240,33.863352,-118.35589399999999,redondo_townhome-3-beds.csv,2,Redondo Beach
13101,2018-08-01,Townhouse,18419 Mansel Ave,Redondo Beach,CA,90278.0,810000,3.0,2.5,2005.0,6006.0,2005.0,554.0,404.0,90.0,SB18141240,33.863352,-118.35589399999999,torrance_townhome-600K_plus.csv,2,Torrance
17898,2019-03-21,Single Family Residential,18422 Grevillea Ave,Torrance,CA,90278.0,825000,3.0,2.0,1423.0,4505.0,1970.0,322.0,580.0,0.0,SB18273604,33.8630894,-118.3540706,torrance_sfh-800-900K.csv,2,Torrance
12362,2019-03-21,Single Family Residential,18422 Grevillea Ave,Torrance,CA,90278.0,825000,3.0,2.0,1423.0,4505.0,1970.0,322.0,580.0,0.0,SB18273604,33.8630894,-118.3540706,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
14719,2018-09-28,Single Family Residential,18423 Glenburn Ave,Torrance,CA,90504.0,700000,3.0,1.0,1193.0,6209.0,1953.0,496.0,587.0,0.0,SB18194933,33.8631411,-118.3310587,torrance_sfh-700-800k.csv,2,Torrance
13185,2018-09-28,Single Family Residential,18423 Glenburn Ave,Torrance,CA,90504.0,700000,3.0,1.0,1193.0,6209.0,1953.0,496.0,587.0,0.0,SB18194933,33.8631411,-118.3310587,torrance_sfh-3beds-0-700k.csv,2,Torrance
17729,2018-06-12,Single Family Residential,18429 Burin Ave,Redondo Beach,CA,90278.0,850000,3.0,2.0,1700.0,4502.0,1975.0,604.0,500.0,0.0,SB18103083,33.8628886,-118.353751,torrance_sfh-800-900K.csv,2,Torrance
12422,2018-06-12,Single Family Residential,18429 Burin Ave,Redondo Beach,CA,90278.0,850000,3.0,2.0,1700.0,4502.0,1975.0,604.0,500.0,0.0,SB18103083,33.8628886,-118.353751,redondo_sfh-0_3_beds_1M_or_less.csv,2,Redondo Beach
12841,2019-09-13,Townhouse,18507 Burin Ave,Torrance,CA,90278.0,905000,4.0,3.0,2048.0,4503.0,1972.0,146.0,442.0,0.0,SB19181056,33.862671,-118.35365970000001,torrance_townhome-600K_plus.csv,2,Torrance
12570,2019-09-13,Townhouse,18507 Burin Ave,Torrance,CA,90278.0,905000,4.0,3.0,2048.0,4503.0,1972.0,146.0,442.0,0.0,SB19181056,33.862671,-118.35365970000001,redondo_townhome-4plus_beds.csv,2,Redondo Beach
13103,2019-07-01,Townhouse,18508 Grevillea Ave,Redondo Beach,CA,90278.0,879900,3.0,2.5,1575.0,12019.0,2019.0,220.0,559.0,170.0,SB19137501,33.8625628,-118.3541094,torrance_townhome-600K_plus.csv,2,Torrance
15166,2019-07-01,Townhouse,18508 Grevillea Ave,Redondo Beach,CA,90278.0,879900,3.0,2.5,1575.0,12019.0,2019.0,220.0,559.0,170.0,SB19137501,33.8625628,-118.3541094,redondo_townhome-3-beds.csv,2,Redondo Beach
15033,2019-06-21,Townhouse,18510 Grevillea Ave,Redondo Beach,CA,90278.0,869900,3.0,2.5,1575.0,12019.0,2019.0,230.0,552.0,170.0,SB19066725,33.862476799999996,-118.3541162,redondo_townhome-3-beds.csv,2,Redondo Beach
12963,2019-06-21,Townhouse,18510 Grevillea Ave,Redondo Beach,CA,90278.0,869900,3.0,2.5,1575.0,12019.0,2019.0,230.0,552.0,170.0,SB19066725,33.862476799999996,-118.3541162,torrance_townhome-600K_plus.csv,2,Torrance
13099,2019-05-17,Townhouse,18511 Burin Ave,Redondo Beach,CA,90278.0,852963,3.0,2.5,1575.0,12019.0,2019.0,265.0,542.0,230.0,SB19115886,33.862584999999996,-118.353706,torrance_townhome-600K_plus.csv,2,Torrance
15164,2019-05-17,Townhouse,18511 Burin Ave,Redondo Beach,CA,90278.0,852963,3.0,2.5,1575.0,12019.0,2019.0,265.0,542.0,230.0,SB19115886,33.862584999999996,-118.353706,redondo_townhome-3-beds.csv,2,Redondo Beach
